name,lineage,bootstrap,ambiguity,representative
Iceland/167/2020|EPI_ISL_417809||Iceland|Reykjavik||2020-03-15,B.1.5.1,92,0,
Iceland/168/2020|EPI_ISL_417810||Iceland|Reykjavik||2020-03-13,B.1.5.1,28/91,0,1
Iceland/169/2020|EPI_ISL_417755||Iceland|Reykjavik||2020-03-13,B.1.5.1,71,0,1
Iceland/17/2020|EPI_ISL_417811||Iceland|Reykjavik||2020-03-02,B.1,77,3.82,
Iceland/170/2020|EPI_ISL_417548||Iceland|Reykjavik||2020-03-17,B.2,89,0,
Iceland/171/2020|EPI_ISL_417549||Iceland|Reykjavik||2020-03-14,B.1.5.1,34/92,0,
Iceland/172/2020|EPI_ISL_417712||Iceland|Reykjavik||2020-03-15,B.1.5.1,78,0,
Iceland/173/2020|EPI_ISL_417700||Iceland|Reykjavik||2020-03-15,B.1,26/89,0,
Iceland/174/2020|EPI_ISL_417716||Iceland|Reykjavik||2020-03-16,B.2,98/85,0,
Iceland/175/2020|EPI_ISL_417774||Iceland|Reykjavik||2020-03-16,B.1.5.1,91,0,
Iceland/176/2020|EPI_ISL_417812||Iceland|Reykjavik||2020-03-14,B.1,99/98,0,
Iceland/177/2020|EPI_ISL_417680||Iceland|Reykjavik||2020-03-15,B.1.5.1,100/88,0,
Iceland/178/2020|EPI_ISL_417813||Iceland|Reykjavik||2020-03-15,B.1,98/98,0,
Iceland/179/2020|EPI_ISL_417703||Iceland|Reykjavik||2020-03-16,B.1.5.1,34/97,0,
Iceland/18/2020|EPI_ISL_417710||Iceland|Reykjavik||2020-03-02,B.1,97/98,2.55,
Iceland/180/2020|EPI_ISL_417753||Iceland|Reykjavik||2020-03-16,B.1.5.1,28/97,0,
Iceland/181/2020|EPI_ISL_417814||Iceland|Reykjavik||2020-03-16,B.1.5,99/100,0,
Iceland/182/2020|EPI_ISL_417724||Iceland|Reykjavik||2020-03-16,A.1.1,95,0,
Iceland/183/2020|EPI_ISL_417746||Iceland|Reykjavik||2020-03-16,B.1,22/99,0,
Iceland/184/2020|EPI_ISL_417550||Iceland|Reykjavik||2020-03-16,B.1,99,0,
Iceland/185/2020|EPI_ISL_417678||Iceland|Reykjavik||2020-03-16,B.1.5.1,34/93,0,
Iceland/186/2020|EPI_ISL_417815||Iceland|Reykjavik||2020-03-16,B.1,May-76,0,
Iceland/187/2020|EPI_ISL_417551||Iceland|Reykjavik||2020-03-16,B.1,94,0,
Iceland/188/2020|EPI_ISL_417816||Iceland|Reykjavik||2020-03-16,B.1,98/91,1.16,
Iceland/189/2020|EPI_ISL_417709||Iceland|Reykjavik||2020-03-16,B.1.5.1,89,0,1
Iceland/19/2020|EPI_ISL_417817||Iceland|Reykjavik||2020-03-02,B.1,85,0,
Iceland/190/2020|EPI_ISL_417818||Iceland|Reykjavik||2020-03-16,A.1.1,94,0,
Iceland/191/2020|EPI_ISL_417762||Iceland|Reykjavik||2020-03-16,A.1.1,100/82,0.04,
Iceland/192/2020|EPI_ISL_417819||Iceland|Reykjavik||2020-03-15,B.1,99/100,0,
Iceland/193/2020|EPI_ISL_417820||Iceland|Reykjavik||2020-03-16,B.1.5,99/100,0,
Iceland/194/2020|EPI_ISL_417821||Iceland|Reykjavik||2020-03-16,B.1.11,98/93,5.27,
Iceland/195/2020|EPI_ISL_417717||Iceland|Reykjavik||2020-03-16,A.1.1,71/93,0,
Iceland/196/2020|EPI_ISL_417822||Iceland|Reykjavik||2020-03-16,B.2,98/89,0,
Iceland/197/2020|EPI_ISL_417742||Iceland|Reykjavik||2020-03-16,B.1,99/87,0,
Iceland/198/2020|EPI_ISL_417823||Iceland|Reykjavik||2020-03-16,B.1.8,95,0,1
Iceland/199/2020|EPI_ISL_417706||Iceland|Reykjavik||2020-03-16,B.1.8,99/96,0,1
Iceland/2/2020|EPI_ISL_417552||Iceland|Reykjavik||2020-03-16,B.1.5.1,90,0.18,
Iceland/20/2020|EPI_ISL_417695||Iceland|Reykjavik||2020-03-02,B.1,99,0.06,
Iceland/200/2020|EPI_ISL_417743||Iceland|Reykjavik||2020-03-16,B.1.8,100,0,
Iceland/201/2020|EPI_ISL_417824||Iceland|Reykjavik||2020-03-16,B.1.5.1,34/93,0,
Iceland/202/2020|EPI_ISL_417750||Iceland|Reykjavik||2020-03-16,B.2,99/89,0,
Iceland/203/2020|EPI_ISL_417825||Iceland|Reykjavik||2020-03-16,B.2,83,0,
Iceland/204/2020|EPI_ISL_417826||Iceland|Reykjavik||2020-03-16,B.1,98/94,0,
Iceland/205/2020|EPI_ISL_417827||Iceland|Reykjavik||2020-03-16,B.1.5.1,34/90,0,
Iceland/206/2020|EPI_ISL_417699||Iceland|Reykjavik||2020-03-16,B.2,98/89,0,
Iceland/207/2020|EPI_ISL_417733||Iceland|Reykjavik||2020-03-16,B.1,98/98,0,
Iceland/208/2020|EPI_ISL_417766||Iceland|Reykjavik||2020-03-16,B.1.5,99/100,0,
Iceland/209/2020|EPI_ISL_417764||Iceland|Reykjavik||2020-03-16,B.1,22/100,0.24,
Iceland/21/2020|EPI_ISL_417828||Iceland|Reykjavik||2020-03-02,B.1,May-82,0.34,
Iceland/210/2020|EPI_ISL_417829||Iceland|Reykjavik||2020-03-16,B.1,May-92,0,
Iceland/211/2020|EPI_ISL_417763||Iceland|Reykjavik||2020-03-16,B.1,Sep-99,0,
Iceland/212/2020|EPI_ISL_417830||Iceland|Reykjavik||2020-03-16,B.1,97/87,0,
Iceland/213/2020|EPI_ISL_417752||Iceland|Reykjavik||2020-03-16,B.1,99/85,0,
Iceland/214/2020|EPI_ISL_417831||Iceland|Reykjavik||2020-03-16,B.1,99/100,0,
Iceland/215/2020|EPI_ISL_417685||Iceland|Reykjavik||2020-03-16,B.1,99/88,0,
Iceland/216/2020|EPI_ISL_417832||Iceland|Reykjavik||2020-03-16,B.1,26/88,0,
Iceland/217/2020|EPI_ISL_417833||Iceland|Reykjavik||2020-03-16,B.1,99/88,0,
Iceland/218/2020|EPI_ISL_417834||Iceland|Reykjavik||2020-03-16,B.1,69,0,
Iceland/219/2020|EPI_ISL_417835||Iceland|Reykjavik||2020-03-16,B.1,89,0,
Iceland/22/2020|EPI_ISL_417734||Iceland|Reykjavik||2020-03-02,B.1,May-86,0,
Iceland/220/2020|EPI_ISL_417553||Iceland|Reykjavik||2020-03-16,B,97,0,
Iceland/221/2020|EPI_ISL_417836||Iceland|Reykjavik||2020-03-16,B.1.5.1,89,0,
Iceland/222/2020|EPI_ISL_417837||Iceland|Reykjavik||2020-03-16,B.1.8,99/94,0,
Iceland/223/2020|EPI_ISL_417838||Iceland|Reykjavik||2020-03-16,B.2,89,0,
Iceland/224/2020|EPI_ISL_417839||Iceland|Reykjavik||2020-03-16,B.1,99/99,0,
Iceland/226/2020|EPI_ISL_417754||Iceland|Reykjavik||2020-03-16,B.1.7,80,0,
Iceland/227/2020|EPI_ISL_417555||Iceland|Reykjavik||2020-03-17,B.1,97/86,0.02,
Iceland/228/2020|EPI_ISL_417556||Iceland|Reykjavik||2020-03-17,B.1,99/82,0,
Iceland/229/2020|EPI_ISL_417557||Iceland|Reykjavik||2020-03-17,B.2,98/92,0,
Iceland/23/2020|EPI_ISL_417840||Iceland|Reykjavik||2020-03-02,B.1,73,0,
Iceland/230/2020|EPI_ISL_417558||Iceland|Reykjavik||2020-03-17,B.2,97/84,0,
Iceland/231/2020|EPI_ISL_417559||Iceland|Reykjavik||2020-03-17,B.1,95,1.57,
Iceland/232/2020|EPI_ISL_417560||Iceland|Reykjavik||2020-03-17,B.1,22/99,0,
Iceland/233/2020|EPI_ISL_417561||Iceland|Reykjavik||2020-03-17,B.1,98/97,0,
Iceland/234/2020|EPI_ISL_417562||Iceland|Reykjavik||2020-03-17,B.1,26/84,0,
Iceland/235/2020|EPI_ISL_417563||Iceland|Reykjavik||2020-03-16,B.1,99/98,0,
Iceland/236/2020|EPI_ISL_417564||Iceland|Reykjavik||2020-03-17,B.1,98,0,
Iceland/237/2020|EPI_ISL_417565||Iceland|Reykjavik||2020-03-17,B.1,Sep-99,0,
Iceland/238/2020|EPI_ISL_417566||Iceland|Reykjavik||2020-03-17,B.1.14,May-76,0,
Iceland/239/2020|EPI_ISL_417567||Iceland|Reykjavik||2020-03-17,B.1,98/94,0,
Iceland/24/2020|EPI_ISL_417747||Iceland|Reykjavik||2020-03-11,B.1,83,0.57,
Iceland/240/2020|EPI_ISL_417568||Iceland|Reykjavik||2020-03-17,B.2,98/90,0,
Iceland/241/2020|EPI_ISL_417569||Iceland|Reykjavik||2020-03-17,B.1,99/100,0,
Iceland/242/2020|EPI_ISL_417570||Iceland|Reykjavik||2020-03-17,B.1,99/86,0,
Iceland/243/2020|EPI_ISL_417571||Iceland|Reykjavik||2020-03-17,B.1,73,0,
Iceland/244/2020|EPI_ISL_417572||Iceland|Reykjavik||2020-03-17,B.1,22/99,0,
Iceland/245/2020|EPI_ISL_417573||Iceland|Reykjavik||2020-03-16,B.1.5.1,28/98,0,
Iceland/246/2020|EPI_ISL_417574||Iceland|Reykjavik||2020-03-17,B.2.2,63/88,0,
Iceland/247/2020|EPI_ISL_417575||Iceland|Reykjavik||2020-03-17,B.1,67,0,
Iceland/248/2020|EPI_ISL_417576||Iceland|Reykjavik||2020-03-17,B,90/94,0,
Iceland/249/2020|EPI_ISL_417577||Iceland|Reykjavik||2020-03-17,A.1.1,85/100,0,1
Iceland/25/2020|EPI_ISL_417693||Iceland|Reykjavik||2020-03-02,B.1,99/84,0,
Iceland/251/2020|EPI_ISL_417579||Iceland|Reykjavik||2020-03-17,B.1,87,1.12,
Iceland/252/2020|EPI_ISL_417580||Iceland|Reykjavik||2020-03-17,B.2,98/85,0,
Iceland/253/2020|EPI_ISL_417581||Iceland|Reykjavik||2020-03-17,B.1.1,100,0,
Iceland/254/2020|EPI_ISL_417582||Iceland|Reykjavik||2020-03-17,B.1.8,99/75,0,
Iceland/255/2020|EPI_ISL_417583||Iceland|Reykjavik||2020-03-17,B.1.5.1,99/96,0,
Iceland/256/2020|EPI_ISL_417584||Iceland|Reykjavik||2020-03-17,B.2.1,95,0,
Iceland/257/2020|EPI_ISL_417585||Iceland|Reykjavik||2020-03-17,B.1.1,81,0,
Iceland/258/2020|EPI_ISL_417586||Iceland|Reykjavik||2020-03-17,B.1.5.1,28/98,0,
Iceland/259/2020|EPI_ISL_417587||Iceland|Reykjavik||2020-03-17,A.1,100/100,0,
Iceland/26/2020|EPI_ISL_417841||Iceland|Reykjavik||2020-03-03,B.1,79,0.18,
Iceland/260/2020|EPI_ISL_417588||Iceland|Reykjavik||2020-03-17,B.1.5.1,34/96,0,
Iceland/261/2020|EPI_ISL_417589||Iceland|Reykjavik||2020-03-17,B.1.7,98/82,0,
Iceland/262/2020|EPI_ISL_417590||Iceland|Reykjavik||2020-03-18,B.2,98/87,0,
Iceland/263/2020|EPI_ISL_417591||Iceland|Reykjavik||2020-03-17,B,90/98,0,
Iceland/264/2020|EPI_ISL_417592||Iceland|Reykjavik||2020-03-17,B.1,22/98,0,
Iceland/265/2020|EPI_ISL_417593||Iceland|Reykjavik||2020-03-17,B.1,26/87,0.01,
Iceland/266/2020|EPI_ISL_417594||Iceland|Reykjavik||2020-03-17,B.1,26/86,0.01,
Iceland/267/2020|EPI_ISL_417595||Iceland|Reykjavik||2020-03-17,B.1,98/98,0,
Iceland/268/2020|EPI_ISL_417596||Iceland|Reykjavik||2020-03-17,B.1,26/90,0.74,
Iceland/269/2020|EPI_ISL_417597||Iceland|Reykjavik||2020-03-17,B.1.5.1,34/98,0,
Iceland/27/2020|EPI_ISL_417721||Iceland|Reykjavik||2020-03-03,B.1,99/85,0.23,
Iceland/270/2020|EPI_ISL_417598||Iceland|Reykjavik||2020-03-17,B.1,26/90,0.02,
Iceland/271/2020|EPI_ISL_417599||Iceland|Reykjavik||2020-03-17,B.1.5.1,96,0.35,
Iceland/272/2020|EPI_ISL_417600||Iceland|Reykjavik||2020-03-17,B.1.5.1,97,0.05,
Iceland/273/2020|EPI_ISL_417601||Iceland|Reykjavik||2020-03-17,B.2,98/84,0.3,
Iceland/274/2020|EPI_ISL_417602||Iceland|Reykjavik||2020-03-17,B,90/95,0,
Iceland/275/2020|EPI_ISL_417603||Iceland|Reykjavik||2020-03-17,B.2,98/86,0,
Iceland/276/2020|EPI_ISL_417604||Iceland|Reykjavik||2020-03-17,B.8,78,0.05,
Iceland/277/2020|EPI_ISL_417605||Iceland|Reykjavik||2020-03-17,B.2,98/86,0.45,
Iceland/278/2020|EPI_ISL_417606||Iceland|Reykjavik||2020-03-17,B.2,88,1.06,
Iceland/279/2020|EPI_ISL_417607||Iceland|Reykjavik||2020-03-17,B.2,89,0,
Iceland/28/2020|EPI_ISL_417767||Iceland|Reykjavik||2020-03-03,B.1,75,4.95,
Iceland/280/2020|EPI_ISL_417608||Iceland|Reykjavik||2020-03-17,B.1,98/98,0,
Iceland/281/2020|EPI_ISL_417609||Iceland|Reykjavik||2020-03-17,B.1.5,99/100,0,
Iceland/282/2020|EPI_ISL_417610||Iceland|Reykjavik||2020-03-17,B.1,99/100,0.08,
Iceland/283/2020|EPI_ISL_417611||Iceland|Reykjavik||2020-03-17,B.2,84,0.09,
Iceland/284/2020|EPI_ISL_417612||Iceland|Reykjavik||2020-03-17,B.1.5.1,92,0,
Iceland/285/2020|EPI_ISL_417613||Iceland|Reykjavik||2020-03-17,B.1.5.1,28/95,0.11,
Iceland/286/2020|EPI_ISL_417614||Iceland|Reykjavik||2020-03-18,B.1,99/90,0.01,
Iceland/287/2020|EPI_ISL_417615||Iceland|Reykjavik||2020-03-18,A.1.1,99,0,1
Iceland/288/2020|EPI_ISL_417616||Iceland|Reykjavik||2020-03-18,B,90/97,0.1,
Iceland/289/2020|EPI_ISL_417617||Iceland|Reykjavik||2020-03-18,B.1.8,97,0.69,
Iceland/29/2020|EPI_ISL_417618||Iceland|Reykjavik||2020-03-16,A.1.1,81,0,
Iceland/290/2020|EPI_ISL_417619||Iceland|Reykjavik||2020-03-18,B.1,98/92,0,
Iceland/291/2020|EPI_ISL_417620||Iceland|Reykjavik||2020-03-18,B.1,99/86,0.16,
Iceland/292/2020|EPI_ISL_417621||Iceland|Reykjavik||2020-03-18,B.2,98/86,0,
Iceland/293/2020|EPI_ISL_417622||Iceland|Reykjavik||2020-03-18,B.1.8,99/97,0,
Iceland/294/2020|EPI_ISL_417623||Iceland|Reykjavik||2020-03-18,B.1.5.1,34/92,0.15,
Iceland/295/2020|EPI_ISL_417624||Iceland|Reykjavik||2020-03-18,B.1,99/100,0.32,
Iceland/296/2020|EPI_ISL_417625||Iceland|Reykjavik||2020-03-18,B.1.5.1,28/92,0.01,
Iceland/297/2020|EPI_ISL_417626||Iceland|Reykjavik||2020-03-18,B.1.5.1,96,0,
Iceland/298/2020|EPI_ISL_417627||Iceland|Reykjavik||2020-03-18,B.8,79,0.01,
Iceland/299/2020|EPI_ISL_417628||Iceland|Reykjavik||2020-03-18,B.8,99/80,0.22,
Iceland/3/2020|EPI_ISL_417694||Iceland|Reykjavik||2020-03-13,B.1,99/99,0.03,
Iceland/30/2020|EPI_ISL_417773||Iceland|Reykjavik||2020-03-03,B.1,99/90,0,
Iceland/300/2020|EPI_ISL_417629||Iceland|Reykjavik||2020-03-18,B.1,97/92,0,
Iceland/301/2020|EPI_ISL_417630||Iceland|Reykjavik||2020-03-18,B.1.5.1,34/97,0,
Iceland/302/2020|EPI_ISL_417631||Iceland|Reykjavik||2020-03-18,B.1,26/89,1,
Iceland/303/2020|EPI_ISL_417632||Iceland|Reykjavik||2020-03-18,B.1.14,May-74,0,1
Iceland/304/2020|EPI_ISL_417633||Iceland|Reykjavik||2020-03-17,B.1.5.1,100/78,0.15,1
Iceland/305/2020|EPI_ISL_417634||Iceland|Reykjavik||2020-03-18,B.1.5.1,91,0,
Iceland/306/2020|EPI_ISL_417635||Iceland|Reykjavik||2020-03-18,B.1.5.1,34/95,0,
Iceland/307/2020|EPI_ISL_417636||Iceland|Reykjavik||2020-03-18,B.1.5.1,34/95,0,
Iceland/308/2020|EPI_ISL_417637||Iceland|Reykjavik||2020-03-18,B.1,99,0,
Iceland/309/2020|EPI_ISL_417638||Iceland|Reykjavik||2020-03-18,B.1.5.1,90,0.69,
Iceland/31/2020|EPI_ISL_417842||Iceland|Reykjavik||2020-03-03,B.1,26/81,0,
Iceland/310/2020|EPI_ISL_417639||Iceland|Reykjavik||2020-03-18,B.1.5,99/100,0,
Iceland/311/2020|EPI_ISL_417640||Iceland|Reykjavik||2020-03-18,B.1.5.1,34/94,0.31,
Iceland/312/2020|EPI_ISL_417641||Iceland|Reykjavik||2020-03-18,B.1.8,99/78,0.03,
Iceland/313/2020|EPI_ISL_417642||Iceland|Reykjavik||2020-03-18,B.1.1,100/77,0,
Iceland/314/2020|EPI_ISL_417643||Iceland|Reykjavik||2020-03-18,B.1.1,66/100,0,1
Iceland/315/2020|EPI_ISL_417644||Iceland|Reykjavik||2020-03-18,B.1,May-76,0,
Iceland/316/2020|EPI_ISL_417645||Iceland|Reykjavik||2020-03-18,B.1.5.1,95,0,
Iceland/317/2020|EPI_ISL_417646||Iceland|Reykjavik||2020-03-18,B.1,99/99,0,
Iceland/318/2020|EPI_ISL_417647||Iceland|Reykjavik||2020-03-18,B.1.5,99/100,0,
Iceland/319/2020|EPI_ISL_417648||Iceland|Reykjavik||2020-03-18,B.1,97/77,0.66,
Iceland/32/2020|EPI_ISL_417776||Iceland|Reykjavik||2020-03-03,B.1,93,2.09,
Iceland/320/2020|EPI_ISL_417649||Iceland|Reykjavik||2020-03-18,B.8,75,0.01,
Iceland/321/2020|EPI_ISL_417650||Iceland|Reykjavik||2020-03-18,B.1.5.1,99/93,0.02,
Iceland/322/2020|EPI_ISL_417651||Iceland|Reykjavik||2020-03-18,B.1,100,0.01,
Iceland/323/2020|EPI_ISL_417652||Iceland|Reykjavik||2020-03-18,B.1,99/98,0,
Iceland/324/2020|EPI_ISL_417653||Iceland|Reykjavik||2020-03-18,B.2,99/84,0,
Iceland/325/2020|EPI_ISL_417654||Iceland|Reykjavik||2020-03-18,B.1,26/85,0,
Iceland/326/2020|EPI_ISL_417655||Iceland|Reykjavik||2020-03-14,B.2,98/83,0,
Iceland/327/2020|EPI_ISL_417656||Iceland|Reykjavik||2020-03-14,B.1,99/35,1.59,
Iceland/328/2020|EPI_ISL_417657||Iceland|Reykjavik||2020-03-13,B.2,98/86,0.71,
Iceland/329/2020|EPI_ISL_417658||Iceland|Reykjavik||2020-03-14,B.2,98/83,2.43,
Iceland/33/2020|EPI_ISL_417702||Iceland|Reykjavik||2020-03-03,B.1,95,0.13,
Iceland/330/2020|EPI_ISL_417659||Iceland|Reykjavik||2020-03-14,B.2.1,99/92,0,
Iceland/331/2020|EPI_ISL_417660||Iceland|Reykjavik||2020-03-14,B.2,99/84,0.06,
Iceland/332/2020|EPI_ISL_417661||Iceland|Reykjavik||2020-03-14,B.2,98/84,2.13,
Iceland/333/2020|EPI_ISL_417662||Iceland|Reykjavik||2020-03-14,B.1,68,0.59,
Iceland/334/2020|EPI_ISL_417663||Iceland|Reykjavik||2020-03-14,B.1.10,98/98,0,1
Iceland/335/2020|EPI_ISL_417664||Iceland|Reykjavik||2020-03-13,B.1.10,98/96,0.06,
Iceland/336/2020|EPI_ISL_417665||Iceland|Reykjavik||2020-03-14,B.1,99/90,0,
Iceland/337/2020|EPI_ISL_417666||Iceland|Reykjavik||2020-03-15,B.8,77,0.01,
Iceland/338/2020|EPI_ISL_417667||Iceland|Reykjavik||2020-03-15,B.8,99/68,0,1
Iceland/339/2020|EPI_ISL_417668||Iceland|Reykjavik||2020-03-15,B.2.2,98/94,0.33,
Iceland/34/2020|EPI_ISL_417843||Iceland|Reykjavik||2020-03-03,B.1,73,1,
Iceland/340/2020|EPI_ISL_417669||Iceland|Reykjavik||2020-03-15,B.2.2,77,3.73,
Iceland/341/2020|EPI_ISL_417670||Iceland|Reykjavik||2020-03-15,B.2.2,98/80,0.12,
Iceland/35/2020|EPI_ISL_417697||Iceland|Reykjavik||2020-03-04,B.1,77,0.95,
Iceland/36/2020|EPI_ISL_417844||Iceland|Reykjavik||2020-03-04,B.1,26/85,0,
Iceland/37/2020|EPI_ISL_417681||Iceland|Reykjavik||2020-03-04,B.1,93,0,
Iceland/38/2020|EPI_ISL_417672||Iceland|Reykjavik||2020-03-16,B.2,89,0,
Iceland/39/2020|EPI_ISL_417677||Iceland|Reykjavik||2020-03-04,B.1,26/88,0,
Iceland/4/2020|EPI_ISL_417845||Iceland|Reykjavik||2020-03-13,B.1,100,1.01,
Iceland/40/2020|EPI_ISL_417846||Iceland|Reykjavik||2020-03-04,B.1,97/87,0,
Iceland/44/2020|EPI_ISL_417848||Iceland|Reykjavik||2020-03-04,B.1,96,1.59,
Iceland/45/2020|EPI_ISL_417715||Iceland|Reykjavik||2020-03-04,B.1,87,0,
Iceland/46/2020|EPI_ISL_417751||Iceland|Reykjavik||2020-03-04,B.1,92,1.9,
Iceland/47/2020|EPI_ISL_417683||Iceland|Reykjavik||2020-03-05,B.1,99/88,0,
Iceland/48/2020|EPI_ISL_417707||Iceland|Reykjavik||2020-03-05,B.1,97/83,2.04,
Iceland/49/2020|EPI_ISL_417718||Iceland|Reykjavik||2020-03-05,B.1,82,0.19,
Iceland/5/2020|EPI_ISL_417739||Iceland|Reykjavik||2020-03-13,B.1.5.1,89,0,1
Iceland/50/2020|EPI_ISL_417769||Iceland|Reykjavik||2020-03-05,B.1,75,0.41,
Iceland/51/2020|EPI_ISL_417849||Iceland|Reykjavik||2020-03-05,B.1,97/86,0.22,
Iceland/52/2020|EPI_ISL_417850||Iceland|Reykjavik||2020-03-05,B.1,26/89,0.44,
Iceland/53/2020|EPI_ISL_417851||Iceland|Reykjavik||2020-03-05,B.1,99/100,0,
Iceland/54/2020|EPI_ISL_417684||Iceland|Reykjavik||2020-03-06,B.1,May-73,0,
Iceland/55/2020|EPI_ISL_417687||Iceland|Reykjavik||2020-03-06,B.1,99/93,0.22,
Iceland/56/2020|EPI_ISL_417852||Iceland|Reykjavik||2020-03-06,B.1.14,74,0,1
Iceland/57/2020|EPI_ISL_417692||Iceland|Reykjavik||2020-03-06,B.1,26/86,0,
Iceland/59/2020|EPI_ISL_417853||Iceland|Reykjavik||2020-03-06,B.1,99/87,0,
Iceland/6/2020|EPI_ISL_417854||Iceland|Reykjavik||2020-03-13,B.1,26/86,0,
Iceland/60/2020|EPI_ISL_417760||Iceland|Reykjavik||2020-03-06,B.1,85,2.21,
Iceland/61/2020|EPI_ISL_417731||Iceland|Reykjavik||2020-03-06,B.1,26/91,0,
Iceland/62/2020|EPI_ISL_417757||Iceland|Reykjavik||2020-03-06,B.1.14,Jul-69,0,
Iceland/63/2020|EPI_ISL_417855||Iceland|Reykjavik||2020-03-07,B.1,26/88,0,
Iceland/64/2020|EPI_ISL_417856||Iceland|Reykjavik||2020-03-07,B.1,76,0.52,
Iceland/65/2020|EPI_ISL_417705||Iceland|Reykjavik||2020-03-07,B.1,99/86,0,
Iceland/66/2020|EPI_ISL_417857||Iceland|Reykjavik||2020-03-07,B.1,88,0,
Iceland/67/2020|EPI_ISL_417723||Iceland|Reykjavik||2020-03-08,B.1,97/100,1.37,
Iceland/69/2020|EPI_ISL_417749||Iceland|Reykjavik||2020-03-08,B.1,22/100,0,
Iceland/7/2020|EPI_ISL_417740||Iceland|Reykjavik||2020-03-15,B.1,22/99,0,
Iceland/70/2020|EPI_ISL_417728||Iceland|Reykjavik||2020-03-08,B.1,78,0,
Iceland/72/2020|EPI_ISL_417860||Iceland|Reykjavik||2020-03-08,B.1,May-75,0.28,
Iceland/73/2020|EPI_ISL_417861||Iceland|Reykjavik||2020-03-09,B.1,May-76,0,
Iceland/74/2020|EPI_ISL_417701||Iceland|Reykjavik||2020-03-09,B.1,99/90,0.31,
Iceland/75/2020|EPI_ISL_417726||Iceland|Reykjavik||2020-03-09,B.1,99/88,0.79,
Iceland/76/2020|EPI_ISL_417674||Iceland|Reykjavik||2020-03-09,B.1,81,1.47,
Iceland/77/2020|EPI_ISL_417862||Iceland|Reykjavik||2020-03-09,B.1,May-79,0,
Iceland/78/2020|EPI_ISL_417863||Iceland|Reykjavik||2020-03-09,B.1,May-89,0,
Iceland/79/2020|EPI_ISL_417679||Iceland|Reykjavik||2020-03-09,B.1.14,76,0.31,
Iceland/8/2020|EPI_ISL_417864||Iceland|Reykjavik||2020-03-15,B.2,84,0,
Iceland/80/2020|EPI_ISL_417865||Iceland|Reykjavik||2020-03-09,B.1,99/86,0,
Iceland/81/2020|EPI_ISL_417866||Iceland|Reykjavik||2020-03-09,B.1,26/85,0,
Iceland/82/2020|EPI_ISL_417867||Iceland|Reykjavik||2020-03-09,B.1,76,0,
Iceland/83/2020|EPI_ISL_417868||Iceland|Reykjavik||2020-03-09,B.1,80,0,
Iceland/84/2020|EPI_ISL_417761||Iceland|Reykjavik||2020-03-10,B.1,85,0,
Iceland/86/2020|EPI_ISL_417870||Iceland|Reykjavik||2020-03-10,B.1,79,4.1,
Iceland/87/2020|EPI_ISL_417729||Iceland|Reykjavik||2020-03-10,B.1,91,1.72,
Iceland/88/2020|EPI_ISL_417675||Iceland|Reykjavik||2020-03-10,B.1,26/86,0.33,
Iceland/89/2020|EPI_ISL_417738||Iceland|Reykjavik||2020-03-10,B.1,86,0.32,
Iceland/9/2020|EPI_ISL_417871||Iceland|Reykjavik||2020-03-11,A.1.1,95,0,1
Iceland/90/2020|EPI_ISL_417872||Iceland|Reykjavik||2020-03-10,B.1,26/87,0,
Iceland/91/2020|EPI_ISL_417873||Iceland|Reykjavik||2020-03-10,B.1,99/83,0.05,
Iceland/92/2020|EPI_ISL_417704||Iceland|Reykjavik||2020-03-10,B.1,79,0.06,
Iceland/93/2020|EPI_ISL_417730||Iceland|Reykjavik||2020-03-10,B.1,99/100,0,
Iceland/94/2020|EPI_ISL_417732||Iceland|Reykjavik||2020-03-10,B.2.2,81,0,
Iceland/95/2020|EPI_ISL_417874||Iceland|Reykjavik||2020-03-10,B.1,26/87,0.33,
Iceland/96/2020|EPI_ISL_417875||Iceland|Reykjavik||2020-03-10,B.1,26/92,0.13,
Iceland/97/2020|EPI_ISL_417876||Iceland|Reykjavik||2020-03-10,B.1.14,Jul-64,0,1
Iceland/98/2020|EPI_ISL_417676||Iceland|Reykjavik||2020-03-16,B.1.5.1,34/92,0,
Iceland/99/2020|EPI_ISL_417768||Iceland|Reykjavik||2020-03-10,B.1,98/98,1.42,
Iceland/LUH-01/2020|EPI_ISL_417481||Iceland|Reykjavik||2020-03-13,B.1,Sep-99,0.81,
India/1-27/2020|EPI_ISL_413522||India|Kerala||2020-01-27,B,90/96,0.01,
India/1-31/2020|EPI_ISL_413523||India|Kerala||2020-01-31,A,None,0,
India/763/2020|EPI_ISL_420543||India|||2020-03-03,B.1,99/100,0,
India/770/2020|EPI_ISL_420545||India|||2020-03-03,B.1,99/99,0,
India/772/2020|EPI_ISL_420547||India|||2020-03-03,B.1,22/99,0,
India/773/2020|EPI_ISL_420549||India|||2020-03-03,B.1,99,0,
India/777/2020|EPI_ISL_420551||India|||2020-03-03,B.1,99,0,
India/781/2020|EPI_ISL_420553||India|||2020-03-03,B.1,99/99,0,
India/c32/2020|EPI_ISL_420555||India|||2020-03-03,B.1,98/96,0,
Ireland/21023/2020|EPI_ISL_418516||Ireland|Tipperary||2020-03-06,B.1,May-80,0,
Ireland/21145/2020|EPI_ISL_418548||Ireland|Dublin||2020-03-06,B.1,88,0,
Ireland/22901/2020|EPI_ISL_418582||Ireland|Louth||2020-03-10,B.2.1,78,0,
Ireland/24042/2020|EPI_ISL_418583||Ireland|Dublin||2020-03-10,B.2,99/81,0,
