header	name	GISAID	country	date	lineage	representative
USA/WA-S71/2020|EPI_ISL_417124|2020-03-05	USA/WA-S71/2020	EPI_ISL_417124	USA	2020-03-05	A.1	
USA/WA-S72/2020|EPI_ISL_417125|2020-03-06	USA/WA-S72/2020	EPI_ISL_417125	USA	2020-03-06	A.1	
USA/WA-S73/2020|EPI_ISL_417126|2020-03-05	USA/WA-S73/2020	EPI_ISL_417126	USA	2020-03-05	A.1	
USA/WA-S74/2020|EPI_ISL_417127|2020-03-05	USA/WA-S74/2020	EPI_ISL_417127	USA	2020-03-05	A.1	
USA/WA-S75/2020|EPI_ISL_417128|2020-03-05	USA/WA-S75/2020	EPI_ISL_417128	USA	2020-03-05	A.1	
USA/WA-S76/2020|EPI_ISL_417129|2020-03-05	USA/WA-S76/2020	EPI_ISL_417129	USA	2020-03-05	A.1	
USA/WA-S77/2020|EPI_ISL_417130|2020-03-05	USA/WA-S77/2020	EPI_ISL_417130	USA	2020-03-05	A.1	
USA/WA-S78/2020|EPI_ISL_417131|2020-03-05	USA/WA-S78/2020	EPI_ISL_417131	USA	2020-03-05	A.1	
USA/WA-S79/2020|EPI_ISL_417132|2020-03-05	USA/WA-S79/2020	EPI_ISL_417132	USA	2020-03-05	A.1	
USA/WA-S80/2020|EPI_ISL_417133|2020-03-05	USA/WA-S80/2020	EPI_ISL_417133	USA	2020-03-05	A.1	
USA/WA-S81/2020|EPI_ISL_417134|2020-02-26	USA/WA-S81/2020	EPI_ISL_417134	USA	2020-02-26	A.1	
USA/WA-S82/2020|EPI_ISL_417135|2020-02-22	USA/WA-S82/2020	EPI_ISL_417135	USA	2020-02-22	A.1	
USA/WA-S83/2020|EPI_ISL_417136|2020-03-05	USA/WA-S83/2020	EPI_ISL_417136	USA	2020-03-05	A.1	
USA/WA-S84/2020|EPI_ISL_417137|2020-02-21	USA/WA-S84/2020	EPI_ISL_417137	USA	2020-02-21	A.1	
USA/WA-S85/2020|EPI_ISL_417138|2020-03-05	USA/WA-S85/2020	EPI_ISL_417138	USA	2020-03-05	A.1	
USA/WA-S86/2020|EPI_ISL_417139|2020-03-01	USA/WA-S86/2020	EPI_ISL_417139	USA	2020-03-01	A.1	
USA/WA-S87/2020|EPI_ISL_417140|2020-03-01	USA/WA-S87/2020	EPI_ISL_417140	USA	2020-03-01	A.1	
USA/WA-S88/2020|EPI_ISL_417141|2020-03-01	USA/WA-S88/2020	EPI_ISL_417141	USA	2020-03-01	A.1	
USA/WA-S89/2020|EPI_ISL_417142|2020-02-29	USA/WA-S89/2020	EPI_ISL_417142	USA	2020-02-29	A.1	
USA/WA-S90/2020|EPI_ISL_417143|2020-02-29	USA/WA-S90/2020	EPI_ISL_417143	USA	2020-02-29	A.1	
USA/WA-S91/2020|EPI_ISL_417144|2020-03-02	USA/WA-S91/2020	EPI_ISL_417144	USA	2020-03-02	A.1	
USA/WA-S92/2020|EPI_ISL_417145|2020-02-29	USA/WA-S92/2020	EPI_ISL_417145	USA	2020-02-29	A.1	
USA/WA-S93/2020|EPI_ISL_417146|2020-02-29	USA/WA-S93/2020	EPI_ISL_417146	USA	2020-02-29	A.1	
USA/WA-S94/2020|EPI_ISL_417147|2020-02-28	USA/WA-S94/2020	EPI_ISL_417147	USA	2020-02-28	A.1	
USA/WA-S95/2020|EPI_ISL_417148|2020-02-28	USA/WA-S95/2020	EPI_ISL_417148	USA	2020-02-28	A.1	
USA/WA-S96/2020|EPI_ISL_417149|2020-02-28	USA/WA-S96/2020	EPI_ISL_417149	USA	2020-02-28	A.1	
USA/WA-S97/2020|EPI_ISL_417150|2020-02-28	USA/WA-S97/2020	EPI_ISL_417150	USA	2020-02-28	A.1	
USA/WA-S98/2020|EPI_ISL_417151|2020-02-29	USA/WA-S98/2020	EPI_ISL_417151	USA	2020-02-29	A.1	
USA/WA-S99/2020|EPI_ISL_417152|2020-02-28	USA/WA-S99/2020	EPI_ISL_417152	USA	2020-02-28	A.1	
USA/WA-S100/2020|EPI_ISL_417153|2020-02-29	USA/WA-S100/2020	EPI_ISL_417153	USA	2020-02-29	A.1	
USA/WA-S101/2020|EPI_ISL_417154|2020-02-28	USA/WA-S101/2020	EPI_ISL_417154	USA	2020-02-28	A.1	
USA/WA-S102/2020|EPI_ISL_417155|2020-02-28	USA/WA-S102/2020	EPI_ISL_417155	USA	2020-02-28	A.1	
USA/WA-S103/2020|EPI_ISL_417156|2020-02-28	USA/WA-S103/2020	EPI_ISL_417156	USA	2020-02-28	A.1	
USA/WA-S104/2020|EPI_ISL_417157|2020-03-05	USA/WA-S104/2020	EPI_ISL_417157	USA	2020-03-05	A.1	
USA/WA-S105/2020|EPI_ISL_417158|2020-02-28	USA/WA-S105/2020	EPI_ISL_417158	USA	2020-02-28	A.1	
USA/WA-S106/2020|EPI_ISL_417159|2020-02-29	USA/WA-S106/2020	EPI_ISL_417159	USA	2020-02-29	A.1	
USA/WA-S107/2020|EPI_ISL_417160|2020-02-29	USA/WA-S107/2020	EPI_ISL_417160	USA	2020-02-29	A.1	
USA/WA-S108/2020|EPI_ISL_417161|2020-02-29	USA/WA-S108/2020	EPI_ISL_417161	USA	2020-02-29	A.1	
USA/WA-S109/2020|EPI_ISL_417162|2020-03-01	USA/WA-S109/2020	EPI_ISL_417162	USA	2020-03-01	A.1	
USA/WA-S110/2020|EPI_ISL_417163|2020-03-05	USA/WA-S110/2020	EPI_ISL_417163	USA	2020-03-05	A.1	
USA/WA-S111/2020|EPI_ISL_417164|2020-03-07	USA/WA-S111/2020	EPI_ISL_417164	USA	2020-03-07	A.1	
USA/WA-S112/2020|EPI_ISL_417165|2020-03-08	USA/WA-S112/2020	EPI_ISL_417165	USA	2020-03-08	A.1	
USA/WA-S113/2020|EPI_ISL_417166|2020-02-29	USA/WA-S113/2020	EPI_ISL_417166	USA	2020-02-29	A.1	
USA/WA-S114/2020|EPI_ISL_417167|2020-03-05	USA/WA-S114/2020	EPI_ISL_417167	USA	2020-03-05	A.1	
USA/WA-S115/2020|EPI_ISL_417168|2020-02-29	USA/WA-S115/2020	EPI_ISL_417168	USA	2020-02-29	A.1	
USA/WA-S116/2020|EPI_ISL_417169|2020-03-02	USA/WA-S116/2020	EPI_ISL_417169	USA	2020-03-02	A.1	
USA/WA-S117/2020|EPI_ISL_417170|2020-03-02	USA/WA-S117/2020	EPI_ISL_417170	USA	2020-03-02	A.1	
USA/WA-S118/2020|EPI_ISL_417171|2020-03-01	USA/WA-S118/2020	EPI_ISL_417171	USA	2020-03-01	A.1	
USA/WA-S119/2020|EPI_ISL_417172|2020-02-29	USA/WA-S119/2020	EPI_ISL_417172	USA	2020-02-29	A.1	
USA/WA-S121/2020|EPI_ISL_417174|2020-03-01	USA/WA-S121/2020	EPI_ISL_417174	USA	2020-03-01	A.1	
USA/WA-S122/2020|EPI_ISL_417175|2020-03-02	USA/WA-S122/2020	EPI_ISL_417175	USA	2020-03-02	A.1	
Hong_Kong/Case1_21012020/2020|EPI_ISL_417176|2020-01-21	Hong_Kong/Case1_21012020/2020	EPI_ISL_417176	Hong_Kong	2020-01-21	A.3	
Hong_Kong/Case2_18012020/2020|EPI_ISL_417177|2020-01-23	Hong_Kong/Case2_18012020/2020	EPI_ISL_417177	Hong_Kong	2020-01-23	B	
Hong_Kong/Case6_21012020/2020|EPI_ISL_417178|2020-01-25	Hong_Kong/Case6_21012020/2020	EPI_ISL_417178	Hong_Kong	2020-01-25	B	
Hong_Kong/Case12_22012020/2020|EPI_ISL_417179|2020-01-30	Hong_Kong/Case12_22012020/2020	EPI_ISL_417179	Hong_Kong	2020-01-30	B	
Hong_Kong/Case17_22012020/2020|EPI_ISL_417180|2020-02-03	Hong_Kong/Case17_22012020/2020	EPI_ISL_417180	Hong_Kong	2020-02-03	B	
Hong_Kong/Case19_04022020/2020|EPI_ISL_417181|2020-02-05	Hong_Kong/Case19_04022020/2020	EPI_ISL_417181	Hong_Kong	2020-02-05	B.7	
Hong_Kong/Case20_30012020/2020|EPI_ISL_417182|2020-02-05	Hong_Kong/Case20_30012020/2020	EPI_ISL_417182	Hong_Kong	2020-02-05	B	
Hong_Kong/Case23_26012020/2020|EPI_ISL_417183|2020-01-30	Hong_Kong/Case23_26012020/2020	EPI_ISL_417183	Hong_Kong	2020-01-30	B.7	
Hong_Kong/Case27_30012020/2020|EPI_ISL_417184|2020-02-08	Hong_Kong/Case27_30012020/2020	EPI_ISL_417184	Hong_Kong	2020-02-08	B.7	
Hong_Kong/Case28_30012020/2020|EPI_ISL_417185|2020-02-09	Hong_Kong/Case28_30012020/2020	EPI_ISL_417185	Hong_Kong	2020-02-09	B	
South_Africa/R03006-20/2020|EPI_ISL_417186|2020-03-07	South_Africa/R03006-20/2020	EPI_ISL_417186	South_Africa	2020-03-07	B.1	
Hong_Kong/Case29_01022020/2020|EPI_ISL_417187|2020-02-08	Hong_Kong/Case29_01022020/2020	EPI_ISL_417187	Hong_Kong	2020-02-08	B.7	1
Hong_Kong/Case30_29012020/2020|EPI_ISL_417188|2020-02-08	Hong_Kong/Case30_29012020/2020	EPI_ISL_417188	Hong_Kong	2020-02-08	B.7	
USA/MN4-MDH4/2020|EPI_ISL_417189|2020-03-09	USA/MN4-MDH4/2020	EPI_ISL_417189	USA	2020-03-09	B.2	
Hong_Kong/Case31_28012020/2020|EPI_ISL_417190|2020-02-08	Hong_Kong/Case31_28012020/2020	EPI_ISL_417190	Hong_Kong	2020-02-08	B.7	
USA/MN5-MDH5/2020|EPI_ISL_417191|2020-03-10	USA/MN5-MDH5/2020	EPI_ISL_417191	USA	2020-03-10	B.1	
USA/MN25-MDH25/2020|EPI_ISL_417192|2020-03-12	USA/MN25-MDH25/2020	EPI_ISL_417192	USA	2020-03-12	B.1	
Hong_Kong/Case32_04022020/2020|EPI_ISL_417193|2020-02-09	Hong_Kong/Case32_04022020/2020	EPI_ISL_417193	Hong_Kong	2020-02-09	B.7	1
USA/MN26-MDH26/2020|EPI_ISL_417194|2020-03-12	USA/MN26-MDH26/2020	EPI_ISL_417194	USA	2020-03-12	A.1	
Hong_Kong/Case33_02022020/2020|EPI_ISL_417195|2020-02-09	Hong_Kong/Case33_02022020/2020	EPI_ISL_417195	Hong_Kong	2020-02-09	B.7	
USA/MN29-MDH29/2020|EPI_ISL_417196|2020-03-11	USA/MN29-MDH29/2020	EPI_ISL_417196	USA	2020-03-11	B.1	
Hong_Kong/Case34_30012020/2020|EPI_ISL_417197|2020-02-09	Hong_Kong/Case34_30012020/2020	EPI_ISL_417197	Hong_Kong	2020-02-09	B.7	
USA/MN30-MDH30/2020|EPI_ISL_417198|2020-03-12	USA/MN30-MDH30/2020	EPI_ISL_417198	USA	2020-03-12	B.1	
Hong_Kong/Case35_04022020/2020|EPI_ISL_417199|2020-02-09	Hong_Kong/Case35_04022020/2020	EPI_ISL_417199	Hong_Kong	2020-02-09	B.7	
USA/WI-06/2020|EPI_ISL_417200|2020-03-21	USA/WI-06/2020	EPI_ISL_417200	USA	2020-03-21	A.4	1
USA/WI-07/2020|EPI_ISL_417201|2020-03-21	USA/WI-07/2020	EPI_ISL_417201	USA	2020-03-21	A.4	1
USA/WI-08/2020|EPI_ISL_417202|2020-03-21	USA/WI-08/2020	EPI_ISL_417202	USA	2020-03-21	B.1	
USA/WI-09/2020|EPI_ISL_417203|2020-03-21	USA/WI-09/2020	EPI_ISL_417203	USA	2020-03-21	A.1.2	
USA/WI-10/2020|EPI_ISL_417204|2020-03-21	USA/WI-10/2020	EPI_ISL_417204	USA	2020-03-21	B.1	
NewZealand/CoV001/2020|EPI_ISL_417211|2020-03-11	NewZealand/CoV001/2020	EPI_ISL_417211	New_Zealand	2020-03-11	B	
NewZealand/CoV002/2020|EPI_ISL_417212|2020-03-11	NewZealand/CoV002/2020	EPI_ISL_417212	New_Zealand	2020-03-11	B.2	
England/20102068502/2020|EPI_ISL_417213|2020-03-01	England/20102068502/2020	EPI_ISL_417213	UK	2020-03-01	B.2.1	
England/20102073303/2020|EPI_ISL_417214|2020-03-02	England/20102073303/2020	EPI_ISL_417214	UK	2020-03-02	B.1	
England/20102087902/2020|EPI_ISL_417215|2020-02-25	England/20102087902/2020	EPI_ISL_417215	UK	2020-02-25	B.2.2	
England/20102088002/2020|EPI_ISL_417216|2020-02-25	England/20102088002/2020	EPI_ISL_417216	UK	2020-02-25	B.2.1	
England/20102098802/2020|EPI_ISL_417217|2020-03-01	England/20102098802/2020	EPI_ISL_417217	UK	2020-03-01	B.1.7	1
England/20102112102/2020|EPI_ISL_417218|2020-03-02	England/20102112102/2020	EPI_ISL_417218	UK	2020-03-02	B	
England/20102115303/2020|EPI_ISL_417219|2020-03-01	England/20102115303/2020	EPI_ISL_417219	UK	2020-03-01	B.2	
England/20104002606/2020|EPI_ISL_417220|2020-03-03	England/20104002606/2020	EPI_ISL_417220	UK	2020-03-03	B.1	
England/20104002902/2020|EPI_ISL_417221|2020-03-04	England/20104002902/2020	EPI_ISL_417221	UK	2020-03-04	B.1	
England/20104003002/2020|EPI_ISL_417222|2020-03-04	England/20104003002/2020	EPI_ISL_417222	UK	2020-03-04	B.1	
England/20104004402/2020|EPI_ISL_417223|2020-03-02	England/20104004402/2020	EPI_ISL_417223	UK	2020-03-02	B.1	
England/20104004502/2020|EPI_ISL_417224|2020-03-01	England/20104004502/2020	EPI_ISL_417224	UK	2020-03-01	B.1.7	
England/20104004802/2020|EPI_ISL_417225|2020-03-02	England/20104004802/2020	EPI_ISL_417225	UK	2020-03-02	B.1	
England/20104004902/2020|EPI_ISL_417226|2020-03-02	England/20104004902/2020	EPI_ISL_417226	UK	2020-03-02	B.1.7	
England/20104007503/2020|EPI_ISL_417227|2020-03-03	England/20104007503/2020	EPI_ISL_417227	UK	2020-03-03	B.1	
England/20104008402/2020|EPI_ISL_417228|2020-03-03	England/20104008402/2020	EPI_ISL_417228	UK	2020-03-03	B.1.7	
England/20104008502/2020|EPI_ISL_417229|2020-03-01	England/20104008502/2020	EPI_ISL_417229	UK	2020-03-01	B.1	
England/20104008702/2020|EPI_ISL_417230|2020-03-02	England/20104008702/2020	EPI_ISL_417230	UK	2020-03-02	B.1	
England/20104008802/2020|EPI_ISL_417231|2020-03-03	England/20104008802/2020	EPI_ISL_417231	UK	2020-03-03	B.1.7	
England/20104008902/2020|EPI_ISL_417232|2020-03-04	England/20104008902/2020	EPI_ISL_417232	UK	2020-03-04	B.1	
England/20104009002/2020|EPI_ISL_417233|2020-03-02	England/20104009002/2020	EPI_ISL_417233	UK	2020-03-02	B.1	
England/20104009102/2020|EPI_ISL_417234|2020-03-02	England/20104009102/2020	EPI_ISL_417234	UK	2020-03-02	B.1	
England/20104013703/2020|EPI_ISL_417235|2020-03-02	England/20104013703/2020	EPI_ISL_417235	UK	2020-03-02	B.1	
England/20104015302/2020|EPI_ISL_417236|2020-03-01	England/20104015302/2020	EPI_ISL_417236	UK	2020-03-01	B.1	
England/20104023103/2020|EPI_ISL_417237|2020-03-03	England/20104023103/2020	EPI_ISL_417237	UK	2020-03-03	B.1	
England/20104035803/2020|EPI_ISL_417238|2020-03-03	England/20104035803/2020	EPI_ISL_417238	UK	2020-03-03	B.4	
England/20106003303/2020|EPI_ISL_417239|2020-03-03	England/20106003303/2020	EPI_ISL_417239	UK	2020-03-03	B.8	1
England/20106004803/2020|EPI_ISL_417240|2020-03-03	England/20106004803/2020	EPI_ISL_417240	UK	2020-03-03	B.1.7	1
England/20106004902/2020|EPI_ISL_417241|2020-03-05	England/20106004902/2020	EPI_ISL_417241	UK	2020-03-05	B.1	
England/20106005303/2020|EPI_ISL_417243|2020-03-03	England/20106005303/2020	EPI_ISL_417243	UK	2020-03-03	B.1	
England/20106005403/2020|EPI_ISL_417244|2020-03-03	England/20106005403/2020	EPI_ISL_417244	UK	2020-03-03	B.1	
England/20106087206/2020|EPI_ISL_417245|2020-03-02	England/20106087206/2020	EPI_ISL_417245	UK	2020-03-02	B.1	
England/20106145903/2020|EPI_ISL_417246|2020-03-03	England/20106145903/2020	EPI_ISL_417246	UK	2020-03-03	B.2	
England/20108003202/2020|EPI_ISL_417247|2020-03-02	England/20108003202/2020	EPI_ISL_417247	UK	2020-03-02	B.1.7	1
England/20108003302/2020|EPI_ISL_417248|2020-03-03	England/20108003302/2020	EPI_ISL_417248	UK	2020-03-03	B.1	
England/20108004602/2020|EPI_ISL_417249|2020-03-03	England/20108004602/2020	EPI_ISL_417249	UK	2020-03-03	B.1	
England/20108004702/2020|EPI_ISL_417250|2020-03-02	England/20108004702/2020	EPI_ISL_417250	UK	2020-03-02	B.1	
England/20108004803/2020|EPI_ISL_417251|2020-03-03	England/20108004803/2020	EPI_ISL_417251	UK	2020-03-03	B.1	
England/20108006003/2020|EPI_ISL_417252|2020-03-05	England/20108006003/2020	EPI_ISL_417252	UK	2020-03-05	B.1	
England/20108006603/2020|EPI_ISL_417253|2020-03-03	England/20108006603/2020	EPI_ISL_417253	UK	2020-03-03	B	
England/20108006802/2020|EPI_ISL_417254|2020-03-04	England/20108006802/2020	EPI_ISL_417254	UK	2020-03-04	B.2	
England/20108007002/2020|EPI_ISL_417255|2020-03-04	England/20108007002/2020	EPI_ISL_417255	UK	2020-03-04	B.1.7	
England/20108007302/2020|EPI_ISL_417256|2020-03-03	England/20108007302/2020	EPI_ISL_417256	UK	2020-03-03	B.1	
England/20108007402/2020|EPI_ISL_417257|2020-03-03	England/20108007402/2020	EPI_ISL_417257	UK	2020-03-03	B.1.7	
England/20108034006/2020|EPI_ISL_417258|2020-03-06	England/20108034006/2020	EPI_ISL_417258	UK	2020-03-06	B.1	
England/20108125106/2020|EPI_ISL_417259|2020-03-04	England/20108125106/2020	EPI_ISL_417259	UK	2020-03-04	B	
England/20109035906/2020|EPI_ISL_417260|2020-03-05	England/20109035906/2020	EPI_ISL_417260	UK	2020-03-05	B.1	
England/20109039306/2020|EPI_ISL_417262|2020-03-06	England/20109039306/2020	EPI_ISL_417262	UK	2020-03-06	B.2.1	
England/20109050106/2020|EPI_ISL_417263|2020-03-06	England/20109050106/2020	EPI_ISL_417263	UK	2020-03-06	B	
England/20109050306/2020|EPI_ISL_417264|2020-03-04	England/20109050306/2020	EPI_ISL_417264	UK	2020-03-04	B	
England/20109050406/2020|EPI_ISL_417265|2020-03-08	England/20109050406/2020	EPI_ISL_417265	UK	2020-03-08	B.1.1	
England/20109050506/2020|EPI_ISL_417266|2020-03-05	England/20109050506/2020	EPI_ISL_417266	UK	2020-03-05	B.1	
England/20109050606/2020|EPI_ISL_417267|2020-03-05	England/20109050606/2020	EPI_ISL_417267	UK	2020-03-05	B.2.1	
England/20109050706/2020|EPI_ISL_417268|2020-03-05	England/20109050706/2020	EPI_ISL_417268	UK	2020-03-05	B.2.1	1
England/20109050806/2020|EPI_ISL_417269|2020-03-05	England/20109050806/2020	EPI_ISL_417269	UK	2020-03-05	B.2.1	
England/20109051806/2020|EPI_ISL_417270|2020-03-06	England/20109051806/2020	EPI_ISL_417270	UK	2020-03-06	B.2.1	
England/20109051906/2020|EPI_ISL_417271|2020-03-06	England/20109051906/2020	EPI_ISL_417271	UK	2020-03-06	B.1	
England/20109052006/2020|EPI_ISL_417272|2020-03-06	England/20109052006/2020	EPI_ISL_417272	UK	2020-03-06	B.1	
England/20109052106/2020|EPI_ISL_417273|2020-03-06	England/20109052106/2020	EPI_ISL_417273	UK	2020-03-06	B.1.1	
England/20109052206/2020|EPI_ISL_417274|2020-03-06	England/20109052206/2020	EPI_ISL_417274	UK	2020-03-06	B.1	
England/20109052306/2020|EPI_ISL_417275|2020-03-06	England/20109052306/2020	EPI_ISL_417275	UK	2020-03-06	B.2	
England/20109052506/2020|EPI_ISL_417276|2020-03-07	England/20109052506/2020	EPI_ISL_417276	UK	2020-03-07	B	
England/20109053406/2020|EPI_ISL_417278|2020-03-07	England/20109053406/2020	EPI_ISL_417278	UK	2020-03-07	B.1	
England/20109053606/2020|EPI_ISL_417279|2020-03-07	England/20109053606/2020	EPI_ISL_417279	UK	2020-03-07	B.1	
England/20109054806/2020|EPI_ISL_417280|2020-03-07	England/20109054806/2020	EPI_ISL_417280	UK	2020-03-07	B.2.2	
England/20109056406/2020|EPI_ISL_417281|2020-03-06	England/20109056406/2020	EPI_ISL_417281	UK	2020-03-06	B.2	
England/20109056906/2020|EPI_ISL_417282|2020-03-05	England/20109056906/2020	EPI_ISL_417282	UK	2020-03-05	B.2.1	
England/20109058906/2020|EPI_ISL_417283|2020-03-06	England/20109058906/2020	EPI_ISL_417283	UK	2020-03-06	B	
England/20109060106/2020|EPI_ISL_417284|2020-03-07	England/20109060106/2020	EPI_ISL_417284	UK	2020-03-07	B.2.1	
England/20109093606/2020|EPI_ISL_417285|2020-03-06	England/20109093606/2020	EPI_ISL_417285	UK	2020-03-06	B	
England/20109093706/2020|EPI_ISL_417286|2020-03-05	England/20109093706/2020	EPI_ISL_417286	UK	2020-03-05	B.8	1
England/20109093806/2020|EPI_ISL_417287|2020-03-06	England/20109093806/2020	EPI_ISL_417287	UK	2020-03-06	B.1	
England/20109093906/2020|EPI_ISL_417288|2020-03-05	England/20109093906/2020	EPI_ISL_417288	UK	2020-03-05	B.8	1
England/20109094006/2020|EPI_ISL_417289|2020-03-06	England/20109094006/2020	EPI_ISL_417289	UK	2020-03-06	B.2.2	
England/20109094106/2020|EPI_ISL_417290|2020-03-06	England/20109094106/2020	EPI_ISL_417290	UK	2020-03-06	B.2	
England/20109094206/2020|EPI_ISL_417291|2020-03-08	England/20109094206/2020	EPI_ISL_417291	UK	2020-03-08	B.2	
England/20109094506/2020|EPI_ISL_417292|2020-03-08	England/20109094506/2020	EPI_ISL_417292	UK	2020-03-08	B.2	
England/20109097506/2020|EPI_ISL_417293|2020-03-08	England/20109097506/2020	EPI_ISL_417293	UK	2020-03-08	B.1	
England/20109097906/2020|EPI_ISL_417294|2020-03-08	England/20109097906/2020	EPI_ISL_417294	UK	2020-03-08	B.1	
England/20109098806/2020|EPI_ISL_417295|2020-03-08	England/20109098806/2020	EPI_ISL_417295	UK	2020-03-08	B.1	
England/20109098906/2020|EPI_ISL_417296|2020-03-06	England/20109098906/2020	EPI_ISL_417296	UK	2020-03-06	B	
England/20109099006/2020|EPI_ISL_417297|2020-03-06	England/20109099006/2020	EPI_ISL_417297	UK	2020-03-06	B.1	
England/20109099106/2020|EPI_ISL_417298|2020-03-08	England/20109099106/2020	EPI_ISL_417298	UK	2020-03-08	B.1	
England/20109099206/2020|EPI_ISL_417299|2020-03-08	England/20109099206/2020	EPI_ISL_417299	UK	2020-03-08	B.1	
England/20110000606/2020|EPI_ISL_417301|2020-03-06	England/20110000606/2020	EPI_ISL_417301	UK	2020-03-06	B.1	
England/20110000706/2020|EPI_ISL_417302|2020-03-05	England/20110000706/2020	EPI_ISL_417302	UK	2020-03-05	B.1	
England/20110000806/2020|EPI_ISL_417303|2020-03-05	England/20110000806/2020	EPI_ISL_417303	UK	2020-03-05	B.2.2	
England/20110000906/2020|EPI_ISL_417304|2020-03-06	England/20110000906/2020	EPI_ISL_417304	UK	2020-03-06	B.1	
England/20110005006/2020|EPI_ISL_417305|2020-03-08	England/20110005006/2020	EPI_ISL_417305	UK	2020-03-08	B.2.1	
England/20110015106/2020|EPI_ISL_417306|2020-03-08	England/20110015106/2020	EPI_ISL_417306	UK	2020-03-08	B	
England/20110023706/2020|EPI_ISL_417307|2020-03-08	England/20110023706/2020	EPI_ISL_417307	UK	2020-03-08	B.1.1	
England/20110042006/2020|EPI_ISL_417308|2020-03-06	England/20110042006/2020	EPI_ISL_417308	UK	2020-03-06	B.1	
England/20110042106/2020|EPI_ISL_417309|2020-03-06	England/20110042106/2020	EPI_ISL_417309	UK	2020-03-06	B.1	
England/20110043706/2020|EPI_ISL_417310|2020-03-07	England/20110043706/2020	EPI_ISL_417310	UK	2020-03-07	B.1.11	
England/20110058706/2020|EPI_ISL_417311|2020-03-09	England/20110058706/2020	EPI_ISL_417311	UK	2020-03-09	B.1	
England/20110059306/2020|EPI_ISL_417312|2020-03-08	England/20110059306/2020	EPI_ISL_417312	UK	2020-03-08	B	
England/20110097506/2020|EPI_ISL_417313|2020-03-08	England/20110097506/2020	EPI_ISL_417313	UK	2020-03-08	B	
England/20112112106/2020|EPI_ISL_417314|2020-03-10	England/20112112106/2020	EPI_ISL_417314	UK	2020-03-10	B.2.1	
England/20118044606/2020|EPI_ISL_417315|2020-03-13	England/20118044606/2020	EPI_ISL_417315	UK	2020-03-13	B.2.1	
USA/CA-SCCPHD-UC14/2020|EPI_ISL_417318|2020-02-29	USA/CA-SCCPHD-UC14/2020	EPI_ISL_417318	USA	2020-02-29	B	
USA/CA-SCCPHD-UC16/2020|EPI_ISL_417320|2020-03-04	USA/CA-SCCPHD-UC16/2020	EPI_ISL_417320	USA	2020-03-04	B	
USA/CA-CDPH-UC19/2020|EPI_ISL_417323|2020-03-04	USA/CA-CDPH-UC19/2020	EPI_ISL_417323	USA	2020-03-04	A.1	
USA/CA-CDPH-UC20/2020|EPI_ISL_417324|2020-03-04	USA/CA-CDPH-UC20/2020	EPI_ISL_417324	USA	2020-03-04	A.1	
USA/CA-CDPH-UC26/2020|EPI_ISL_417330|2020-03-13	USA/CA-CDPH-UC26/2020	EPI_ISL_417330	USA	2020-03-13	B.1	
France/Lyon_06042/2020|EPI_ISL_417333|2020-03-04	France/Lyon_06042/2020	EPI_ISL_417333	France	2020-03-04	B.1	
France/Lyon_06056/2020|EPI_ISL_417334|2020-03-04	France/Lyon_06056/2020	EPI_ISL_417334	France	2020-03-04	B.1	
France/Lyon_06573/2020|EPI_ISL_417335|2020-03-06	France/Lyon_06573/2020	EPI_ISL_417335	France	2020-03-06	B	
France/Lyon_0668/2020|EPI_ISL_417336|2020-03-06	France/Lyon_0668/2020	EPI_ISL_417336	France	2020-03-06	B.1	
France/Lyon_06625/2020|EPI_ISL_417337|2020-03-07	France/Lyon_06625/2020	EPI_ISL_417337	France	2020-03-07	B.1	
France/Macon_06756/2020|EPI_ISL_417338|2020-03-07	France/Macon_06756/2020	EPI_ISL_417338	France	2020-03-07	B.1	
France/Lyon_06820/2020|EPI_ISL_417339|2020-03-08	France/Lyon_06820/2020	EPI_ISL_417339	France	2020-03-08	B.1	
France/Bourg-en-Bresse_06813/2020|EPI_ISL_417340|2020-03-07	France/Bourg-en-Bresse_06813/2020	EPI_ISL_417340	France	2020-03-07	B.1	
USA/WA-UW192/2020|EPI_ISL_417341|2020-03-13	USA/WA-UW192/2020	EPI_ISL_417341	USA	2020-03-13	B.1	
USA/WA-UW193/2020|EPI_ISL_417342|2020-03-13	USA/WA-UW193/2020	EPI_ISL_417342	USA	2020-03-13	B.1	
USA/WA-UW194/2020|EPI_ISL_417343|2020-03-13	USA/WA-UW194/2020	EPI_ISL_417343	USA	2020-03-13	B.1	
USA/WA-UW195/2020|EPI_ISL_417344|2020-03-13	USA/WA-UW195/2020	EPI_ISL_417344	USA	2020-03-13	A.1	
USA/WA-UW196/2020|EPI_ISL_417345|2020-03-13	USA/WA-UW196/2020	EPI_ISL_417345	USA	2020-03-13	B.1.2	
USA/WA-UW197/2020|EPI_ISL_417346|2020-03-12	USA/WA-UW197/2020	EPI_ISL_417346	USA	2020-03-12	B.2	
USA/WA-UW198/2020|EPI_ISL_417347|2020-03-12	USA/WA-UW198/2020	EPI_ISL_417347	USA	2020-03-12	A.1	
USA/WA-UW199/2020|EPI_ISL_417348|2020-03-13	USA/WA-UW199/2020	EPI_ISL_417348	USA	2020-03-13	A.1	
USA/WA-UW200/2020|EPI_ISL_417349|2020-03-12	USA/WA-UW200/2020	EPI_ISL_417349	USA	2020-03-12	A.1	
